Key,Value
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #024,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #025,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #026,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #027,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #028,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #029,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #030,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #031,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #032,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #033,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #034,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #035,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #036,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #037,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #038,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #039,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #040,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #041,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #042,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #043,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #044,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #045,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #046,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #047,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #048,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #049,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #050,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #051,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #052,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #053,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #054,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #055,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #056,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #057,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #058,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #059,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #060,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #061,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #062,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #063,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #064,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #065,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #066,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #067,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #068,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #069,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #070,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #071,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #072,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #073,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #074,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #075,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #076,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #077,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #078,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #079,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #080,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #081,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #082,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #083,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #084,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #085,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #086,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #087,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #088,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #089,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #090,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #091,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #092,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #093,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #094,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #095,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #096,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #097,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #098,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #099,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #100,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #101,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #102,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #103,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #17 Positions|Series 17| #104,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #001,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #002,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #003,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #004,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #005,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #006,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #007,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #008,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #009,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #010,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #011,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #012,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #013,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #014,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #015,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #016,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #017,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #018,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #019,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #020,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #021,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #022,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #023,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #024,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #025,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #026,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #027,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #028,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #029,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #030,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #031,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #032,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #033,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #034,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #035,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #036,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #037,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #038,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #039,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #040,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #041,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #042,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #043,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #044,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #045,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #046,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #047,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #048,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #049,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #050,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #051,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #052,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #053,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #054,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #055,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #056,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #057,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #058,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #059,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #060,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #061,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #062,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #063,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #064,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #065,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #066,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #067,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #068,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #069,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #070,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #071,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #072,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #073,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #074,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #075,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #076,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #077,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #078,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #079,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #080,0
218_5_SVZ_488EdU_CY3GFAP647GAD_Färbung2025-07_AcquisitionBlock3_pt3(1)-ApoTome RAW Convert-03.czi #18 Positions|Series 18| #081,0
